"","EMTP","EMSECSM","WAPRSM3","WASCSM3","RACETHM","EMST_TOGA","SEX_2023","DGRDG","HDADV","HDCAR","HDCHG","HDEM","HDGRD","HDINT","HDOT","HDSKL","NDGMENG","NDGMEMG","HDCRN21C","EDDAD","EDMOM","N2DGRMED","FACADV","FACBEN","FACCHAL","FACIND","FACLOC","FACRESP","FACSAL","FACSEC","FACSOC","N3OCPRNG","N2OCPRMG","Years_To_First_Job","AGE","WKSWK","HRSWK","SALARY"
"6768","10","3","1","5","5","90","M","2","L","L","L","L","L","L","L","L","71","7","15","4","4","716530","1","1","1","2","2","1","1","3","1","54","5","10",34,52,40,161000
"6769","10","3","1","3","5","88","M","2","L","L","L","L","L","L","L","L","54","5","15","3","3","547280","1","1","1","1","3","1","1","2","1","54","5","6",29,52,40,87500
"6770","10","3","3","1","5","90","M","1","L","L","L","L","L","L","L","L","31","3","18","4","4","318730","1","1","1","1","1","2","1","1","2","31","3","3",29,52,40,67000
"6771","10","3","6","1","5","90","M","2","L","L","L","L","L","L","L","L","75","7","18","8","8","757600","2","2","2","2","2","2","2","2","2","11","1","4",33,52,40,77000
"6772","10","3","4","1","5","90","M","1","L","L","L","L","L","L","L","L","11","1","15","4","5","116730","2","2","1","2","3","2","1","2","1","64","6","0",28,52,40,112000
"6773","13","3","3","4","4","93","F","1","L","L","L","L","L","L","L","L","76","7","18","2","1","768100","1","1","1","1","3","2","1","1","3","72","7","3",29,52,40,60000
"6774","13","3","3","3","7","92","M","1","L","L","L","L","L","L","L","L","22","2","15","3","3","226370","1","2","1","1","1","1","1","2","3","71","7","3",29,52,45,65000
"6775","13","3","2","3","5","92","F","1","L","L","L","L","L","L","L","L","61","6","22","5","4","617890","1","1","1","1","1","1","1","1","1","72","7","1",28,52,67,60000
"6776","10","3","3","1","5","92","F","2","L","L","L","L","L","L","L","L","54","5","15","4","3","547280","3","1","2","2","1","2","1","1","3","62","6","9",33,52,40,140000
"6777","10","3","6","5","7","91","M","2","L","L","L","L","L","L","L","L","33","3","15","4","2","338780","2","1","1","2","2","2","1","1","2","57","5","6",32,52,42,66000
"6778","10","3","4","5","1","91","M","1","L","L","L","L","L","L","L","L","11","1","15","1","1","116730","1","1","3","2","1","3","1","1","3","11","1","0",34,52,40,100000
"6779","11","3","1","3","4","91","F","2","L","L","L","L","L","L","L","L","61","6","17","3","3","617910","2","2","2","1","2","2","1","2","2","72","7","6",29,52,45,78000
"6780","03","1","6","7","5","87","F","2","L","L","L","L","L","L","L","L","41","4","L","4","4","419230","2","1","1","2","1","2","1","1","1","41","4","3",25,52,50,44000
"6781","10","3","3","3","5","93","F","2","L","L","L","L","L","L","L","L","57","5","15","4","3","577300","2","2","2","1","1","3","2","1","2","53","5","9",35,52,45,115000
"6782","10","3","3","3","1","93","M","2","L","L","L","L","L","L","L","L","55","5","L","4","4","557330","1","1","2","2","1","2","2","1","2","53","5","8",31,52,40,75000
"6783","10","3","3","3","7","92","M","1","L","L","L","L","L","L","L","L","57","5","18","4","5","577300","1","1","1","1","1","1","1","1","2","71","7","0",30,52,50,165000
"6784","10","3","3","3","1","93","F","2","Y","Y","Y","N","N","N","N","Y","63","6","15","2","2","636750","1","1","1","1","1","2","1","2","1","71","7","7",32,52,40,270000
"6785","10","3","3","3","5","93","M","1","L","L","L","L","L","L","L","L","56","5","18","4","6","567350","2","2","2","2","2","2","1","2","1","76","7","1",27,52,40,113000
"6786","01","1","6","3","4","93","F","2","L","L","L","L","L","L","L","L","72","7","16","1","1","727030","2","1","1","2","1","2","2","1","1","75","7","8",31,38,40,88000
"6787","02","1","6","3","4","93","F","2","L","L","L","L","L","L","L","L","72","7","M","3","3","727030","2","2","2","2","2","2","1","2","1","75","7","10",35,52,23,70000
"6788","10","3","3","6","1","93","F","2","L","L","L","L","L","L","L","L","73","7","18","4","1","739100","1","1","1","1","1","1","1","1","1","62","6","6",33,52,40,85000
"6789","02","1","3","3","4","93","F","2","L","L","L","L","L","L","L","L","61","6","16","1","1","617910","2","2","1","2","1","1","1","2","1","71","7","9",31,52,55,137000
"6790","01","1","2","1","4","93","F","1","L","L","L","L","L","L","L","L","41","4","15","3","3","416010","1","1","1","1","1","1","1","1","1","73","7","1",26,36,30,31000
"6791","10","3","1","1","1","97","F","1","L","L","L","L","L","L","L","L","43","4","15","5","5","438970","1","1","1","1","2","1","2","2","1","76","7","2",25,52,40,88000
"6792","01","1","2","3","4","93","F","2","L","L","L","L","L","L","L","L","62","6","15","1","1","627090","2","3","1","1","1","2","3","2","1","63","6","4",32,44,45,72000
"6793","10","3","1","4","4","93","M","2","L","L","L","L","L","L","L","L","12","1","15","6","4","128430","1","1","1","1","1","1","1","1","1","12","1","3",27,52,40,175000
"6794","11","3","3","1","4","93","M","1","L","L","L","L","L","L","L","L","54","5","17","3","2","547270","1","1","1","1","1","1","1","1","2","11","1","1",26,52,40,81000
"6795","10","3","6","3","4","90","M","1","L","L","L","L","L","L","L","L","64","6","16","4","2","646520","2","1","3","1","1","3","1","1","3","65","6","1",26,52,40,101500
"6796","03","1","1","2","4","93","M","2","Y","Y","N","Y","Y","N","N","Y","44","4","15","5","5","449290","2","1","2","2","1","2","1","1","2","48","4","2",26,30,40,27900
"6797","03","1","2","7","7","93","M","3","Y","Y","N","N","N","Y","N","N","12","1","15","3","3","128420","2","1","2","2","1","3","1","1","3","18","1","7",30,52,40,83955
"6798","04","1","6","1","1","88","F","4","L","L","L","L","L","L","L","L","61","6","15","7","4","617860","1","1","2","2","2","2","1","1","2","61","6","6",31,52,65,66222
"6799","14","2","1","1","4","93","M","2","Y","Y","N","N","N","Y","N","Y","76","7","16","1","1","769010","1","1","1","1","1","1","1","1","1","32","3","2",28,52,40,112000
"6800","10","3","1","1","5","93","M","2","L","L","L","L","L","L","L","L","22","2","18","4","3","226320","1","1","2","1","1","2","1","1","1","11","1","8",29,52,40,115000
"6801","10","3","1","7","5","98","M","2","L","L","L","L","L","L","L","L","31","3","15","7","7","318730","1","1","3","1","1","3","1","1","2","31","3","4",27,52,40,80000
"6802","10","3","4","1","1","93","F","1","L","L","L","L","L","L","L","L","43","4","15","1","1","438970","1","1","1","1","1","1","1","1","2","12","1","5",27,52,40,55000
"6803","03","1","1","2","4","97","F","3","L","L","L","L","L","L","L","L","22","2","15","7","7","226320","2","1","1","1","1","1","1","1","1","28","2","7",31,52,60,72000
"6804","11","3","5","3","5","93","M","1","L","L","L","L","L","L","L","L","56","5","18","5","4","567350","1","1","2","2","1","2","1","2","3","56","5","1",32,52,45,140000
"6805","14","2","3","3","4","93","M","2","L","L","L","L","L","L","L","L","53","5","15","1","1","537260","1","1","2","2","2","2","1","1","2","53","5","8",32,52,40,112000
"6806","10","3","5","3","5","93","M","2","L","L","L","L","L","L","L","L","57","5","15","3","5","577300","2","1","2","2","1","2","1","1","2","62","6","1",31,52,40,142000
"6807","10","3","3","4","5","93","M","1","L","L","L","L","L","L","L","L","56","5","15","2","3","567350","1","2","1","2","2","2","1","2","3","56","5","1",27,52,45,90000
"6808","10","3","1","6","5","85","M","2","L","L","L","L","L","L","L","L","75","7","15","5","5","759420","2","1","1","1","1","2","1","1","2","77","7","9",32,52,35,45000
"6809","15","2","6","3","5","93","M","4","L","L","L","L","L","L","L","L","76","7","16","1","1","768100","1","1","2","2","2","2","2","1","1","71","7","7",31,52,40,78765
"6810","15","2","3","5","7","93","F","1","L","L","L","L","L","L","L","L","76","7","18","3","3","766630","1","1","2","2","2","2","1","1","2","78","7","4",28,52,40,92000
"6811","10","3","5","3","1","93","F","1","L","L","L","L","L","L","L","L","23","2","15","3","2","236800","1","1","1","1","2","1","1","1","1","72","7","1",27,52,40,107000
"6812","01","1","1","6","3","93","F","2","Y","Y","Y","Y","Y","Y","N","Y","43","4","17","4","3","438970","1","1","1","1","1","1","1","2","1","61","6","9",32,44,40,79000
"6813","04","1","6","2","5","93","M","4","Y","Y","N","Y","N","N","N","Y","61","6","16","4","3","617860","2","2","1","3","1","3","2","1","1","61","6","7",31,52,60,55000
"6814","10","3","1","7","4","93","M","2","L","L","L","L","L","L","L","L","22","2","16","2","1","226370","1","1","1","1","1","1","1","1","1","22","2","5",28,52,40,92000
"6815","10","3","3","1","4","93","M","1","L","L","L","L","L","L","L","L","54","5","18","3","4","547280","1","1","1","1","1","1","1","1","1","53","5","5",30,52,40,90000
"6816","10","3","5","4","5","93","M","1","L","L","L","L","L","L","L","L","53","5","16","3","4","537260","3","1","2","3","2","3","1","2","2","57","5","5",27,52,40,54000
"6817","10","3","1","4","5","93","M","2","Y","Y","N","N","N","Y","N","Y","11","1","15","4","4","116730","3","2","1","2","2","2","1","3","2","54","5","9",31,52,50,175000
"6818","14","2","3","3","5","93","F","2","L","L","L","L","L","L","L","L","22","2","L","4","3","226330","1","1","1","1","1","1","1","1","1","64","6","8",31,52,40,80225
"6819","10","3","3","6","5","93","M","1","L","L","L","L","L","L","L","L","56","5","16","3","2","567350","2","2","2","2","2","2","2","2","2","51","5","4",28,52,40,121000
"6820","10","3","5","1","1","93","M","2","L","L","L","L","L","L","L","L","54","5","15","2","2","547280","1","1","1","1","1","1","1","1","2","54","5","10",33,52,40,160000
"6821","10","3","4","1","5","93","M","2","L","L","L","L","L","L","L","L","54","5","15","4","5","547270","2","2","2","1","2","1","1","2","2","11","1","5",31,52,45,210000
"6822","10","3","5","3","5","93","M","2","L","L","L","L","L","L","L","L","54","5","15","6","7","547280","2","2","1","3","1","2","2","2","2","54","5","2",30,52,50,190000
"6823","10","3","5","1","7","93","M","1","L","L","L","L","L","L","L","L","56","5","15","6","6","567350","1","1","1","1","1","1","1","1","1","56","5","1",27,52,40,167000
"6824","10","3","1","5","5","93","M","1","L","L","L","L","L","L","L","L","54","5","L","2","2","547280","1","1","1","1","1","1","1","1","1","54","5","5",30,52,50,156000
"6825","10","3","4","5","5","93","F","1","L","L","L","L","L","L","L","L","12","1","15","4","4","128410","1","1","1","1","4","1","1","2","3","11","1","2",29,52,30,186000
"6826","10","3","4","3","5","93","M","1","L","L","L","L","L","L","L","L","11","1","15","6","3","116730","1","2","1","1","2","1","1","2","3","11","1","0",33,52,40,268000
"6827","10","3","4","7","5","87","F","2","L","L","L","L","L","L","L","L","12","1","16","7","7","128420","1","1","1","1","1","1","1","1","1","11","1","6",32,52,40,165000
"6828","10","3","4","1","1","93","F","2","L","L","L","L","L","L","L","L","22","2","16","1","1","226340","2","1","2","2","2","2","1","1","2","11","1","8",33,52,40,91000
"6829","01","1","2","3","1","93","F","2","L","L","L","L","L","L","L","L","62","6","15","1","1","627090","1","1","1","1","1","1","1","1","1","63","6","9",34,52,40,87000
"6830","10","3","3","1","1","93","F","2","L","L","L","L","L","L","L","L","57","5","15","4","4","577300","1","1","1","2","1","1","1","2","1","12","1","8",31,52,40,175000
"6831","10","3","4","3","1","93","M","2","L","L","L","L","L","L","L","L","11","1","15","6","5","116730","1","1","1","1","1","1","1","1","2","11","1","9",33,52,40,400000
"6832","10","3","3","4","1","93","F","2","L","L","L","L","L","L","L","L","11","1","L","1","4","116730","1","1","1","1","1","1","1","1","1","11","1","7",35,52,40,220000
"6833","10","3","3","7","5","93","F","1","L","L","L","L","L","L","L","L","43","4","18","3","4","438940","1","1","1","1","1","1","1","1","1","78","7","4",27,52,40,118000
"6834","01","1","3","3","1","93","F","2","L","L","L","L","L","L","L","L","54","5","17","8","8","547280","1","1","2","2","3","2","1","2","1","78","7","6",32,52,40,60000
"6835","10","3","4","3","1","93","M","2","L","L","L","L","L","L","L","L","11","1","15","4","6","116730","2","1","1","1","1","1","2","2","2","11","1","9",31,52,40,200000
"6836","13","3","4","3","5","93","M","1","L","L","L","L","L","L","L","L","43","4","15","3","3","438940","1","1","2","2","2","2","1","2","3","11","1","2",31,52,45,54000
"6837","10","3","1","1","1","93","F","2","Y","Y","N","N","N","N","N","Y","54","5","18","4","4","547270","1","1","1","1","1","1","1","3","1","57","5","9",29,52,40,120000
"6838","10","3","4","3","1","93","M","2","L","L","L","L","L","L","L","L","12","1","16","4","4","128410","1","2","1","3","2","3","1","1","3","11","1","8",30,52,40,150000
"6839","10","3","4","3","1","98","M","2","L","L","L","L","L","L","L","L","11","1","15","4","4","116710","1","1","1","2","2","2","1","1","2","11","1","4",28,52,40,98000
"6840","04","1","1","3","5","93","F","3","L","L","L","L","L","L","L","L","22","2","L","2","4","226340","3","1","2","1","1","3","1","1","2","62","6","6",33,52,40,78000
"6841","10","3","1","3","1","93","M","2","L","L","L","L","L","L","L","L","57","5","15","2","3","577340","1","1","2","1","2","2","1","1","2","56","5","5",33,52,54,180000
"6842","10","3","4","3","1","93","M","1","L","L","L","L","L","L","L","L","11","1","15","7","3","116730","2","1","1","1","1","3","1","2","3","11","1","0",30,52,40,200000
"6843","03","1","2","3","1","93","F","3","Y","Y","N","N","N","Y","N","Y","22","2","15","7","7","226420","2","2","1","1","1","1","2","2","2","28","2","7",29,52,40,70000
"6844","10","3","1","1","4","93","M","1","L","L","L","L","L","L","L","L","51","5","18","1","3","517210","1","1","1","1","1","1","1","1","1","51","5","0",31,52,40,186000
"6845","11","3","3","3","5","93","F","1","L","L","L","L","L","L","L","L","43","4","18","3","3","438940","1","1","1","2","1","2","1","1","1","75","7","2",32,52,36,55000
"6846","01","1","2","3","1","93","M","2","L","L","L","L","L","L","L","L","72","7","15","4","4","727100","2","2","1","2","2","2","2","2","2","73","7","5",30,37,35,101882
"6847","10","3","3","3","5","92","M","1","L","L","L","L","L","L","L","L","71","7","17","4","4","716530","3","1","2","2","1","2","2","1","2","53","5","0",30,52,40,40000
"6848","10","3","1","1","5","92","M","1","L","L","L","L","L","L","L","L","31","3","15","6","4","318730","2","1","2","1","2","1","1","1","2","31","3","1",30,52,40,95000
"6849","10","3","6","3","7","91","F","1","L","L","L","L","L","L","L","L","22","2","18","2","5","226320","1","1","2","2","1","2","1","1","2","64","6","4",30,52,40,36400
"6850","17","2","1","3","5","92","M","2","Y","N","N","N","N","N","N","Y","71","7","15","5","5","716590","1","1","1","1","1","1","1","1","1","11","1","3",27,52,40,76000
"6851","10","3","1","5","4","92","F","2","L","L","L","L","L","L","L","L","71","7","18","2","2","716590","1","1","1","2","1","2","1","1","2","64","6","7",31,52,40,84975
"6852","10","3","4","1","5","92","F","1","L","L","L","L","L","L","L","L","11","1","15","6","6","116730","2","1","1","2","1","2","1","1","2","11","1","0",27,52,40,110000
"6853","10","3","6","3","3","85","F","1","L","L","L","L","L","L","L","L","22","2","18","4","3","226320","1","1","2","1","2","2","1","2","3","64","6","5",27,52,60,60320
"6854","10","3","1","4","1","90","M","2","L","L","L","L","L","L","L","L","51","5","15","5","4","517210","2","1","2","2","2","2","1","1","2","51","5","5",28,52,40,103970
"6855","10","3","1","1","4","85","M","1","L","L","L","L","L","L","L","L","53","5","15","5","4","537260","2","1","2","1","2","2","1","1","1","53","5","1",29,52,50,84000
"6856","10","3","3","3","5","85","M","1","L","L","L","L","L","L","L","L","57","5","15","3","3","577340","1","1","1","2","1","2","1","1","2","57","5","5",27,52,40,90000
"6857","04","1","1","5","1","85","M","3","L","L","L","L","L","L","L","L","22","2","L","7","7","226340","1","1","1","1","2","1","2","2","1","22","2","7",32,52,80,56000
"6858","10","3","6","7","5","97","F","3","Y","Y","N","Y","N","N","N","Y","61","6","17","4","4","617890","1","1","2","2","1","2","1","1","1","61","6","4",25,52,50,86000
"6859","12","3","6","1","5","85","F","3","L","L","L","L","L","L","L","L","61","6","17","3","6","617910","1","1","1","1","1","1","1","1","1","61","6","7",34,52,50,110000
"6860","10","3","3","3","5","85","M","1","L","L","L","L","L","L","L","L","57","5","17","3","3","577240","2","1","3","3","1","3","1","1","3","57","5","1",31,52,45,91000
"6861","10","3","1","6","5","97","M","2","L","L","L","L","L","L","L","L","76","7","18","4","5","766900","2","1","2","1","3","2","1","1","2","22","2","10",35,52,40,111000
"6862","10","3","3","4","5","98","M","1","L","L","L","L","L","L","L","L","56","5","15","3","4","567350","1","2","2","1","1","2","1","2","2","12","1","2",30,52,40,115000
"6863","03","1","1","3","3","97","M","2","L","L","L","L","L","L","L","L","43","4","15","3","4","438970","2","2","2","2","2","2","2","1","1","43","4","6",33,52,16,42000
"6864","11","3","2","3","3","97","F","1","L","L","L","L","L","L","L","L","21","2","15","8","3","216050","2","1","1","1","1","2","1","1","1","72","7","4",32,52,40,72960
"6865","11","3","6","3","1","98","F","2","L","L","L","L","L","L","L","L","42","4","15","5","4","429020","2","1","2","2","1","2","1","1","1","45","4","9",32,52,40,123000
"6866","10","3","4","3","1","98","M","2","L","L","L","L","L","L","L","L","63","6","15","5","2","636750","1","1","1","1","1","1","1","1","1","11","1","0",30,52,40,150000
"6867","17","2","1","3","4","98","F","2","L","L","L","L","L","L","L","L","72","7","15","2","1","727130","1","1","1","2","1","1","1","1","2","71","7","8",32,52,40,75000
"6868","10","3","4","3","5","98","F","1","L","L","L","L","L","L","L","L","11","1","15","4","4","116730","2","1","2","1","1","2","1","1","2","12","1","4",27,52,42,135000
